DDInterID_A,Drug_A,DDInterID_B,Drug_B,Level,Interaction_Explanation,DrugA_ID,DrugA_SMILES,DrugA_Formula,DrugB_ID,DrugB_SMILES,DrugB_Formula
DDInter1140,mefloquine,DDInter1640,saquinavir,Major,Major: Taking mefloquine together with saquinavir can cause serious side effects such as seizures. This interaction is well known to occur because of how these drugs are metabolized in the body.,DB00358,OC(C1CCCCN1)C1=CC(=NC2=C1C=CC=C2C(F)(F)F)C(F)(F)F,C17H16F6N2O,DB01232,[H][C@@]12CCCC[C@]1([H])CN(C[C@@H](O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CC(N)=O)NC(=O)C1=NC3=C(C=CC=C3)C=C1)[C@@H](C2)C(=O)NC(C)(C)C,C38H50N6O5
DDInter90,amprenavir,DDInter884,hydrocodone,Major,"Major: Amprenavir can increase the effects of hydrocodone. This may cause increased side effects such as drowsiness, sedation, or breathing problems. Be especially careful when taking amprenavir together with hydrocodone.",DB00701,CC(C)CN(C[C@@H](O)[C@H](CC1=CC=CC=C1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)C1=CC=C(N)C=C1,C25H35N3O6S,DB00956,[H][C@@]12OC3=C(OC)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])CCC2=O,C18H21NO3
DDInter1404,pegaspargase,DDInter1894,typhoid vaccine (live),Major,"Major: The combination of pegaspargase and typhoid vaccine should be avoided because there is a high risk of serious harm to the patient. This interaction may cause severe side effects such as fever, rash, and inflammation of the blood vessels. It is not clear how this interaction works.",,,,,,
DDInter581,dolasetron,DDInter1520,primaquine,Major,Major: Taking primaquine together with dolasetron can cause serious harm to your body. This interaction is very likely to occur because primaquine and dolasetron are broken down by the same liver enzyme.,DB00757,[H][C@@]1(C[C@@]2([H])C[C@]3([H])C[C@@]([H])(C1)N2CC3=O)OC(=O)C1=CNC2=C1C=CC=C2,C19H20N2O3,DB01087,COC1=CC(NC(C)CCCN)=C2N=CC=CC2=C1,C15H21N3O
DDInter1352,osimertinib,DDInter1901,upadacitinib,Major,Major: Osimertinib is used to treat lung cancer. Upadacitinib is used to treat rheumatoid arthritis. Taking these drugs together may cause serious side effects such as liver damage.,DB09330,COC1=C(NC2=NC=CC(=N2)C2=CN(C)C3=C2C=CC=C3)C=C(NC(=O)C=C)C(=C1)N(C)CCN(C)C,C28H33N7O2,DB15091,CC[C@@H]1CN(C[C@@H]1C1=CN=C2C=NC3=C(C=CN3)N12)C(=O)NCC(F)(F)F,C17H19F3N6O
DDInter854,halothane,DDInter1925,vemurafenib,Major,"Major: When vemurafenib is given together with halothane, there is an increased risk of side effects such as cardiac arrest. This interaction is major because it can be life threatening. The exact mechanism for this interaction is unknown.",DB01159,[H]C(Cl)(Br)C(F)(F)F,C2HBrClF3,DB08881,CCCS(=O)(=O)NC1=C(F)C(C(=O)C2=CNC3=NC=C(C=C23)C2=CC=C(Cl)C=C2)=C(F)C=C1,C23H18ClF2N3O3S
DDInter1214,midostaurin,DDInter1901,upadacitinib,Major,Major: Taking midostaurin together with upadacitinib can cause serious side effects. This interaction is major. It is best to avoid taking these drugs together.,DB06595,CO[C@@H]1[C@@H](C[C@H]2O[C@]1(C)N1C3=C(C=CC=C3)C3=C1C1=C(C4=C(C=CC=C4)N21)C1=C3CNC1=O)N(C)C(=O)C1=CC=CC=C1,C35H30N4O4,DB15091,CC[C@@H]1CN(C[C@@H]1C1=CN=C2C=NC3=C(C=CN3)N12)C(=O)NCC(F)(F)F,C17H19F3N6O
DDInter1024,lapatinib,DDInter1085,lomitapide,Major,Major: Taking lomitapide together with lapatinib can cause major side effects. This is because lomitapide increases the levels of lapatinib in your body. It is important to talk to your doctor about whether you should take these drugs together.,DB01259,CS(=O)(=O)CCNCC1=CC=C(O1)C1=CC2=C(C=C1)N=CN=C2NC1=CC(Cl)=C(OCC2=CC(F)=CC=C2)C=C1,C29H26ClFN4O4S,DB08827,FC(F)(F)CNC(=O)C1(CCCCN2CCC(CC2)NC(=O)C2=C(C=CC=C2)C2=CC=C(C=C2)C(F)(F)F)C2=CC=CC=C2C2=CC=CC=C12,C39H37F6N3O2
DDInter4,abarelix,DDInter1376,ozanimod,Major,Major: The combination of abarelix and ozanimod can cause major side effects. It is not clear how this interaction happens.,DB00106,CC(C)C[C@H](NC(=O)[C@@H](CC(N)=O)NC(=O)[C@H](CC1=CC=C(O)C=C1)N(C)C(=O)[C@H](CO)NC(=O)[C@@H](CC1=CN=CC=C1)NC(=O)[C@@H](CC1=CC=C(Cl)C=C1)NC(=O)[C@@H](CC1=CC2=C(C=CC=C2)C=C1)NC(C)=O)C(=O)N[C@@H](CCCCNC(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O,C72H95ClN14O14,DB12612,CC(C)OC1=C(C=C(C=C1)C1=NC(=NO1)C1=C2CC[C@H](NCCO)C2=CC=C1)C#N,C23H24N4O3
DDInter757,fluorouracil,DDInter1953,yellow fever vaccine,Major,Major: The yellow fever vaccine should not be given together with fluorouracil because the vaccine may not work properly.,DB00544,FC1=CNC(=O)NC1=O,C4H3FN2O2,,,
DDInter107,apalutamide,DDInter1949,voxelotor,Major,Major: Apalutamide can increase the levels of voxelotor in your body. This may lead to an increased risk of side effects from voxelotor.,DB11901,CNC(=O)C1=CC=C(C=C1F)N1C(=S)N(C(=O)C11CCC1)C1=CC(=C(N=C1)C#N)C(F)(F)F,C21H15F4N5O2S,DB14975,CC(C)N1N=CC=C1C1=C(COC2=CC=CC(O)=C2C=O)C=CC=N1,C19H19N3O3
DDInter837,golimumab,DDInter240,brodalumab,Major,Major: Taking golimumab and brodalumab together can cause serious side effects. It is not clear how these drugs interact to cause this effect.,,,,,,
DDInter1458,phenylpropanolamine,DDInter665,ergotamine,Major,Major: Taking phenylpropanolamine together with ergotamine can cause severe high blood pressure. This may be dangerous for people who already have high blood pressure.,DB00397,CC(N)C(O)C1=CC=CC=C1,C9H13NO,DB00696,[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)C4=C3)O[C@@]21O,C33H35N5O5
DDInter670,erythromycin,DDInter1274,nefazodone,Major,Major: Erythromycin can cause serious problems when taken together with nefazodone. This problem has been found in studies of people taking these drugs together. The problem may be caused because erythromycin slows down how quickly nefazodone is broken down by the body. This can lead to too much nefazodone being present. It is important to talk to your doctor or pharmacist before taking these drugs together.,DB00199,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,C37H67NO13,DB01149,CCC1=NN(CCCN2CCN(CC2)C2=CC(Cl)=CC=C2)C(=O)N1CCOC1=CC=CC=C1,C25H32ClN5O2
DDInter1377,paclitaxel,DDInter1680,"smallpox (vaccinia) vaccine, live",Major,"Major: The smallpox vaccine can cause skin rashes. If you take the smallpox vaccine and then take paclitaxel within 1 month, your risk of having a severe reaction like skin rash increases.",DB01229,[H][C@]12[C@H](OC(=O)C3=CC=CC=C3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)C4=CC=CC=C4)C4=CC=CC=C4)C(C)=C([C@@H](OC(C)=O)C(=O)[C@]1(C)[C@@H](O)C[C@H]1OC[C@@]21OC(C)=O)C3(C)C,C47H51NO14,,,
DDInter1245,morphine (liposomal),DDInter528,dextropropoxyphene,Major,Major: The combination of morphine (liposomal) and dextropropoxyphene can cause severe respiratory depression. This means that your breathing slows down too much.,,,,DB00647,CCC(=O)O[C@@](CC1=CC=CC=C1)([C@H](C)CN(C)C)C1=CC=CC=C1,C22H29NO2
DDInter814,gemtuzumab ozogamicin,DDInter1085,lomitapide,Major,Major: Gemzar can cause serious liver problems when taken together with Loop. This may be due to the fact that Gemzar is broken down by the liver and Loop affects how the liver works.,,,,DB08827,FC(F)(F)CNC(=O)C1(CCCCN2CCC(CC2)NC(=O)C2=C(C=CC=C2)C2=CC=C(C=C2)C(F)(F)F)C2=CC=CC=C2C2=CC=CC=C12,C39H37F6N3O2
DDInter246,budesonide,DDInter1640,saquinavir,Major,"Major: When budesonide is taken together with saquinavir, there is an increased chance of side effects. This is because saquinavir increases the levels of budesonide in the blood. The mechanism of this interaction is well established.",DB01222,[H][C@@]12C[C@H]3OC(CCC)O[C@@]3(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,C25H34O6,DB01232,[H][C@@]12CCCC[C@]1([H])CN(C[C@@H](O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CC(N)=O)NC(=O)C1=NC3=C(C=CC=C3)C=C1)[C@@H](C2)C(=O)NC(C)(C)C,C38H50N6O5
DDInter385,cisapride,DDInter1325,ofloxacin,Major,"Major: Cisapride and ofloxacin should not be used together because cisapride can increase the levels of ofloxacin in your body. This may cause serious side effects such as seizures, mental status changes, and heart rhythm problems.",DB00604,CO[C@H]1CN(CCCOC2=CC=C(F)C=C2)CC[C@H]1NC(=O)C1=CC(Cl)=C(N)C=C1OC,C23H29ClFN3O4,DB01165,CC1COC2=C3N1C=C(C(O)=O)C(=O)C3=CC(F)=C2N1CCN(C)CC1,C18H20FN3O4
DDInter714,fedratinib,DDInter1415,pemigatinib,Major,"Major: Fedratinib and pemigatinib should not be used together because they can cause serious side effects. Fedratinib may increase levels of pemigatinib in your body, which could lead to bleeding and other side effects.",DB12500,CC1=CN=C(NC2=CC=C(OCCN3CCCC3)C=C2)N=C1NC1=CC=CC(=C1)S(=O)(=O)NC(C)(C)C,C27H36N6O3S,DB15102,CCN1C(=O)N(CC2=CN=C3NC(CN4CCOCC4)=CC3=C12)C1=C(F)C(OC)=CC(OC)=C1F,C24H27F2N5O4
DDInter1358,oxaprozin,DDInter1576,regorafenib,Major,Major: Taking oxaprozin together with regorafenib can cause major side effects. This is because oxaprozin increases the level of regorafenib in your body. The FDA recommends avoiding this combination.,DB00991,OC(=O)CCC1=NC(=C(O1)C1=CC=CC=C1)C1=CC=CC=C1,C18H15NO3,DB08896,CNC(=O)C1=CC(OC2=CC(F)=C(NC(=O)NC3=CC=C(Cl)C(=C3)C(F)(F)F)C=C2)=CC=N1,C21H15ClF4N4O3
DDInter1244,morphine,DDInter907,iloperidone,Major,"Major: Iloperidone can increase the effects of morphine. This may cause serious side effects such as drowsiness, sedation, and respiratory depression. Patients should be closely monitored for these symptoms.",DB00295,[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])C=C[C@@H]2O,C17H19NO3,DB04946,COC1=C(OCCCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C=CC(=C1)C(C)=O,C24H27FN2O4
DDInter1101,lumacaftor,DDInter1415,pemigatinib,Major,Major: This is a major drug–drug interaction. Taking lumacaftor together with pemigatinib can cause serious side effects. The body may have problems digesting food.,DB09280,CC1=CC=C(NC(=O)C2(CC2)C2=CC=C3OC(F)(F)OC3=C2)N=C1C1=CC(=CC=C1)C(O)=O,C24H18F2N2O5,DB15102,CCN1C(=O)N(CC2=CN=C3NC(CN4CCOCC4)=CC3=C12)C1=C(F)C(OC)=CC(OC)=C1F,C24H27F2N5O4
DDInter1092,lorazepam,DDInter429,codeine,Major,"Major: Taking lorazepam together with codeine can be dangerous. It may cause drowsiness, dizziness, confusion, and impaired coordination. The combination of these drugs should be avoided unless specifically directed by a doctor.",DB00186,OC1N=C(C2=CC=CC=C2Cl)C2=C(NC1=O)C=CC(Cl)=C2,C15H10Cl2N2O2,DB00318,[H][C@]12C=C[C@H](O)[C@@H]3OC4=C5C(C[C@H]1N(C)CC[C@@]235)=CC=C4OC,C18H21NO3
DDInter1460,phenytoin,DDInter1306,nitrous acid,Major,"Major: When phenytoin is taken along with nitrous oxide, there is an increased risk of seizures. This interaction is major.",DB00252,O=C1NC(=O)C(N1)(C1=CC=CC=C1)C1=CC=CC=C1,C15H12N2O2,DB09112,ON=O,HNO2
DDInter1817,tipranavir,DDInter640,encorafenib,Major,Major: Tipranavir decreases the levels of encorafenib in your body. This may decrease the effectiveness of encorafenib.,DB00932,[H][C@@](CC)(C1=CC(NS(=O)(=O)C2=NC=C(C=C2)C(F)(F)F)=CC=C1)C1=C(O)C[C@@](CCC)(CCC2=CC=CC=C2)OC1=O,C31H33F3N2O5S,DB11718,COC(=O)N[C@@H](C)CNC1=NC=CC(=N1)C1=CN(N=C1C1=CC(Cl)=CC(NS(C)(=O)=O)=C1F)C(C)C,C22H27ClFN7O4S
DDInter426,cocaine (nasal),DDInter593,doxepin,Major,"Major: Taking cocaine by nose while also taking doxepin can cause very serious side effects such as drowsiness, dizziness, confusion, coma, seizures, hallucinations, and even death.",,,,DB01142,[H]C(CCN(C)C)=C1C2=CC=CC=C2COC2=CC=CC=C12,C19H21NO
DDInter907,iloperidone,DDInter1103,lumefantrine,Major,Major: Iloperidone can increase the side effects of lumefantrine. This combination should be avoided.,DB04946,COC1=C(OCCCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C=CC(=C1)C(C)=O,C24H27FN2O4,DB06708,CCCCN(CCCC)CC(O)C1=C2C(=CC(Cl)=C1)\C(=C/C1=CC=C(Cl)C=C1)C1=C2C=CC(Cl)=C1,C30H32Cl3NO
DDInter484,dasatinib,DDInter489,deferiprone,Major,Major: Dasatinib is used to treat certain types of cancer. Deferiprone is used to treat iron overload in people who have had a heart attack or who have had too many blood transfusions. Taking deferiprone together with dasatinib can increase the risk of serious side effects on the heart. This drug interaction is considered major because it can cause serious harm to the patient.,DB01254,CC1=NC(NC2=NC=C(S2)C(=O)NC2=C(C)C=CC=C2Cl)=CC(=N1)N1CCN(CCO)CC1,C22H26ClN7O2S,DB08826,CN1C=CC(=O)C(O)=C1C,C7H9NO2
DDInter856,heparin,DDInter1756,telavancin,Major,Major: Heparin is an anticoagulant used to treat blood clots. Telavancin is an antibiotic used to treat bacterial infections. Taking these drugs together may cause bleeding because heparin increases the risk of bleeding from taking telavancin.,DB01109,,,DB06402,CCCCCCCCCCNCCN[C@@]1(C)C[C@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]2OC2=C3OC4=CC=C(C=C4Cl)[C@@H](O)[C@@H](NC(=O)[C@@H](CC(C)C)NC)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H]4C(C=C2OC2=C(Cl)C=C(C=C2)[C@@H](O)[C@@H]2NC(=O)[C@H](NC4=O)C4=CC(=C(O)C=C4)C4=C(O)C(CNCP(O)(O)=O)=C(O)C=C4[C@H](NC2=O)C(O)=O)=C3)O[C@@H](C)[C@H]1O,C80H106Cl2N11O27P
DDInter283,cangrelor,DDInter1959,zanubrutinib,Major,"Major: When cangrelor is taken together with zanubrutinib, there is an increased risk of bleeding. This is because cangrelor increases blood flow by blocking platelets from sticking together, while zanubrutinib blocks blood clotting.",DB06441,CSCCNC1=C2N=CN([C@@H]3O[C@H](COP(O)(=O)OP(O)(=O)C(Cl)(Cl)P(O)(O)=O)[C@@H](O)[C@H]3O)C2=NC(SCCC(F)(F)F)=N1,C17H25Cl2F3N5O12P3S2,DB15035,NC(=O)C1=C2NCC[C@@H](C3CCN(CC3)C(=O)C=C)N2N=C1C1=CC=C(OC2=CC=CC=C2)C=C1,C27H29N5O3
DDInter21,acitretin,DDInter1224,minocycline,Major,Major: Taking acitretin together with minocycline can cause severe skin irritation and rash. This is because acitretin increases the levels of minocycline in your body.,DB00459,COC1=C(C)C(C)=C(\C=C\C(\C)=C\C=C\C(\C)=C\C(O)=O)C(C)=C1,C21H26O3,DB01017,[H][C@@]12CC3=C(C(O)=CC=C3N(C)C)C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])C2,C23H27N3O7
DDInter1675,simvastatin,DDInter812,gemfibrozil,Major,"Major: When simvastatin and gemfibrozil are taken together, they can increase each other’s side effects. This interaction is major.",DB00641,[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)C(C)(C)CC,C25H38O5,DB01241,CC1=CC(OCCCC(C)(C)C(O)=O)=C(C)C=C1,C15H22O3
DDInter1796,thioridazine,DDInter817,gilteritinib,Major,Major: Thioridazine and gilteritinib should not be used together because they can cause serious side effects such as QT prolongation. This is because thioridazine slows down the heart rate and gilteritinib speeds up the heart rate. The combination of these two drugs can lead to an abnormal heart rhythm called torsades de pointes.,DB00679,CSC1=CC2=C(SC3=CC=CC=C3N2CCC2CCCCN2C)C=C1,C21H26N2S2,DB12141,CCC1=C(NC2CCOCC2)N=C(NC2=CC=C(N3CCC(CC3)N3CCN(C)CC3)C(OC)=C2)C(=N1)C(N)=O,C29H44N8O3
DDInter1244,morphine,DDInter301,carisoprodol,Major,"Major: When morphine and carisoprodol are taken together, they can cause serious side effects such as overdose and death. This interaction is very likely to occur because both drugs are metabolized by the same enzyme.",DB00295,[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])C=C[C@@H]2O,C17H19NO3,DB00395,CCCC(C)(COC(N)=O)COC(=O)NC(C)C,C12H24N2O4
DDInter1640,saquinavir,DDInter997,ivacaftor,Major,Major: Saquinavir can increase ivacaftor levels by about 50%. This may lead to increased side effects of ivacaftor.,DB01232,[H][C@@]12CCCC[C@]1([H])CN(C[C@@H](O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CC(N)=O)NC(=O)C1=NC3=C(C=CC=C3)C=C1)[C@@H](C2)C(=O)NC(C)(C)C,C38H50N6O5,DB08820,CC(C)(C)C1=CC(=C(O)C=C1NC(=O)C1=CNC2=CC=CC=C2C1=O)C(C)(C)C,C24H28N2O3
DDInter161,bacitracin,DDInter964,iopromide,Major,"Major: When bacitracin is given together with iopromide, there is a major drug interaction. This means that the combination of these drugs can cause serious side effects. The exact mechanism for this interaction is not clear.",DB00626,CC[C@H](C)[C@H](N)C1=N[C@@H](CS1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCC(O)=O)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@H]1CCCCNC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](CC(O)=O)NC(=O)[C@H](CC2=CNC=N2)NC(=O)[C@@H](CC2=CC=CC=C2)NC(=O)[C@@H](NC(=O)[C@@H](CCCN)NC1=O)[C@@H](C)CC,C66H103N17O16S,DB09156,COCC(=O)NC1=C(I)C(C(=O)N(C)CC(O)CO)=C(I)C(C(=O)NCC(O)CO)=C1I,C18H24I3N3O8
DDInter839,goserelin,DDInter1917,vandetanib,Major,"Major: Goserelin can increase levels of estrogen in your body. Vandetanib decreases levels of estrogen in your body. When these drugs are used together, they may cancel each other out and cause unexpected effects.",DB00014,CC(C)C[C@H](NC(=O)[C@@H](COC(C)(C)C)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CNC2=CC=CC=C12)NC(=O)[C@H](CC1=CN=CN1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)NNC(N)=O,C59H84N18O14,DB05294,COC1=C(OCC2CCN(C)CC2)C=C2N=CN=C(NC3=C(F)C=C(Br)C=C3)C2=C1,C22H24BrFN4O2
DDInter1244,morphine,DDInter850,halazepam,Major,"Major: When morphine and halazepam are taken together, they can cause serious side effects such as drowsiness, confusion, and difficulty breathing. This interaction is very likely to occur because both drugs are broken down by the same enzyme in the liver.",DB00295,[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])C=C[C@@H]2O,C17H19NO3,DB00801,FC(F)(F)CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1,C17H12ClF3N2O
DDInter1524,procainamide,DDInter1676,siponimod,Major,"Major: When taking both procainamide and siponimod together, there is an increased risk of certain side effects such as headache, dizziness, nausea, vomiting, and diarrhea. This interaction may be due to the fact that these drugs can affect the way the body processes other medications. It is important to talk to your doctor about whether you should take these two drugs together.",DB01035,CCN(CC)CCNC(=O)C1=CC=C(N)C=C1,C13H21N3O,DB12371,CCC1=CC(=CC=C1CN1CC(C1)C(O)=O)C(\C)=N\OCC1=CC=C(C2CCCCC2)C(=C1)C(F)(F)F,C29H35F3N2O3
DDInter923,infliximab,DDInter1228,mipomersen,Major,Major: The combination of infliximab and mipomersen can cause major side effects. Infliximab may not work properly when given together with mipomersen.,,,,,,
DDInter1526,procarbazine,DDInter1043,levacetylmethadol,Major,Major: Taking procarbazine together with levacetylmethadol can cause severe sleepiness and drowsiness. This may increase the risk of falling asleep while driving or operating heavy machinery.,DB01168,CNNCC1=CC=C(C=C1)C(=O)NC(C)C,C12H19N3O,DB01227,CC[C@H](OC(C)=O)C(C[C@H](C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1,C23H31NO2
DDInter1460,phenytoin,DDInter1327,olaparib,Major,"Major: Taking phenytoin together with olaparib can be dangerous. Phenytoin may increase the effects of olaparib, which could lead to an increased risk of bleeding.",DB00252,O=C1NC(=O)C(N1)(C1=CC=CC=C1)C1=CC=CC=C1,C15H12N2O2,DB09074,FC1=CC=C(CC2=NNC(=O)C3=CC=CC=C23)C=C1C(=O)N1CCN(CC1)C(=O)C1CC1,C24H23FN4O3
DDInter1876,trimipramine,DDInter1526,procarbazine,Major,Major: Taking trimipramine together with procarbazine can cause severe drowsiness and sedation. This may increase the risk of falling asleep while driving or operating machinery.,DB00726,CC(CN(C)C)CN1C2=CC=CC=C2CCC2=CC=CC=C12,C20H26N2,DB01168,CNNCC1=CC=C(C=C1)C(=O)NC(C)C,C12H19N3O
DDInter1191,methylprednisolone,DDInter1680,"smallpox (vaccinia) vaccine, live",Major,"Major: The smallpox vaccine can cause skin rashes when given together with certain medicines. This vaccine may be given to people who have already been vaccinated against smallpox but who need protection from smallpox because of a weak immune system. Methylprednisolone is one such medicine. If methylprednisolone is given within 1 month before or after the smallpox vaccine, the vaccine may not work as well.",DB00959,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)C=C[C@]12C,C22H30O5,,,
DDInter98,anisindione,DDInter262,cabozantinib,Major,"Major: When anisindione is taken together with cabozantinib, there is a major drug interaction. This means that the combination of these drugs can cause serious side effects or make the drugs less effective. The interaction may be caused by changes in how the body absorbs or breaks down one or both drugs. It is important to follow the prescribing information that comes with your medications for recommended doses and other instructions. If you have questions about possible drug interactions, talk to your healthcare provider or pharmacist before you take any new medication.",DB01125,COC1=CC=C(C=C1)C1C(=O)C2=CC=CC=C2C1=O,C16H12O3,DB08875,COC1=CC2=C(C=C1OC)C(OC1=CC=C(NC(=O)C3(CC3)C(=O)NC3=CC=C(F)C=C3)C=C1)=CC=N2,C28H24FN3O5
DDInter747,fludrocortisone,DDInter1033,leflunomide,Major,"Major: Fludrocortisone is a steroid hormone used to treat Addison’s disease. It can be taken as a tablet or injected into the skin. Leflunomide is an immunosuppressant used to treat rheumatoid arthritis. Taking leflunomide together with fludrocortisone increases the risk of high blood pressure. This may cause headaches, dizziness, fainting, or other symptoms. Patients should talk to their doctor or pharmacist before taking leflunomide",DB00687,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)CC[C@]12C,C21H29FO5,DB01097,CC1=C(C=NO1)C(=O)NC1=CC=C(C=C1)C(F)(F)F,C12H9F3N2O2
