DDInterID_A,Drug_A,DDInterID_B,Drug_B,Level,Interaction_Explanation
DDInter1229,Mirabegron,DDInter1926,Venetoclax,Major,Major: Taking mirabegron together with venetoclax can cause major side effects. This is because mirabegron increases levels of venetoclax in your body. It is important to talk to your doctor about this before taking these drugs together.
DDInter1008,Ketoconazole,DDInter441,Copanlisib,Major,"Major: When ketoconazole is taken together with copanlisib, there is an increased risk of side effects such as diarrhea, vomiting, nausea, abdominal pain, and fever. This interaction is major because it can be life threatening."
DDInter488,Deferasirox,DDInter1628,Ruxolitinib,Major,"Major: When deferasirox is taken together with ruxolitinib, there is an increased risk of side effects such as nausea, vomiting, diarrhea, abdominal pain, and fever. This interaction may be due to the fact that ruxolitinib inhibits the activity of an enzyme called CYP2C19, which helps break down deferasirox into its active form. It is important for patients taking these medications together to monitor their symptoms and report them to their healthcare provider."
DDInter76,Amiodarone,DDInter578,Docetaxel,Major,Major: Amiodarone can increase the levels of docetaxel in your body by about two times. This may increase the side effects of docetaxel.
DDInter603,Droperidol,DDInter493,Degarelix,Major,Major: Taking droperidol together with degarelix can cause serious side effects such as QT prolongation. This is because degarelix can increase the level of droperidol in your body. It is important to talk to your doctor about this before taking these drugs together.
DDInter1376,Ozanimod,DDInter1644,Satralizumab,Major,Major: The combination of ozanimod and satralizumab can cause serious problems. Ozanimod may increase the levels of satralizumab in your body. This can lead to side effects such as inflammation of the brain. Avoid taking these drugs together unless your doctor has told you to do so.
DDInter1166,Methadone,DDInter1382,Palonosetron,Major,"Major: When methadone is taken along with palonosetron, there is an increased risk of serious side effects such as QT prolongation. This means that the electrical activity of the heart is altered, which can lead to potentially fatal abnormal heart rhythms."
DDInter1704,Sotalol,DDInter1934,Vilanterol,Major,"Major: When sotalol and vilanterol are taken together, they can cause dangerously low blood pressure. This happens because sotalol slows down the heart rate too much, while vilanterol increases blood pressure too much."
DDInter1543,Protriptyline,DDInter748,Flumazenil,Major,Major: Taking protriptyline together with flumazenil can cause major harm. Protriptyline works by blocking certain receptors in the brain. Flumazenil works by unblocking these same receptors. This can lead to a dangerous increase in activity.
DDInter894,Hydroxyurea,DDInter1771,Teriflunomide,Major,"Major: When hydroxyurea and teriflunomide are taken together, there is a major drug interaction. This means that the combination of these drugs can cause serious side effects. The exact reason for this interaction is not clear."
DDInter462,Dabrafenib,DDInter1315,Norgestrel,Major,Major: Dabrafenib is used to treat melanoma skin cancer. It works by blocking an abnormal protein called BRAF. Norgestrel is a type of birth control pill. It works by stopping the production of sperm in men and preventing ovulation in women. Taking norgestrel together with dabrafenib can increase the risk of bleeding. This may be due to the fact that both drugs affect blood clotting.
DDInter257,Butalbital,DDInter884,Hydrocodone,Major,"Major: When butalbital is taken with hydrocodone, there is an increased risk of drowsiness. This is because both drugs have sedative effects. Therefore, when these two drugs are used together, they can cause more drowsiness than when used alone."
DDInter1867,Triflupromazine,DDInter1588,Ribociclib,Major,Major: Taking triflupromazine together with ribociclib can cause serious side effects. This interaction is major.
DDInter1605,Risperidone,DDInter1103,Lumefantrine,Major,Major: Risperidone is used to treat schizophrenia and bipolar disorder. It should not be taken together with lumefantrine because it can increase the risk of serious side effects such as seizures.
DDInter542,Dicoumarol,DDInter900,Ibuprofen,Major,"Major: When dicoumarol is taken along with ibuprofen, the blood thinning effect of dicoumarol can be reduced by up to 40%. This may increase the risk of bleeding and blood clots."
DDInter31,Adenosine,DDInter1917,Vandetanib,Major,Major: Taking vandetanib together with adenosine can cause major side effects. This combination should be avoided.
DDInter1524,Procainamide,DDInter594,Doxepin (topical),Major,"Major: When procainamide is used together with doxepin, there is a high risk of serious side effects such as severe allergic reactions. This interaction is very likely to occur because both drugs are metabolized by the same enzyme in the liver."
DDInter740,Flecainide,DDInter1110,Macimorelin,Major,Major: Flecainide can increase the levels of macimorelin in your body. This may cause some side effects. Be especially careful when taking these drugs together.
DDInter1755,Telaprevir,DDInter640,Encorafenib,Major,Major: Telaprevir and encorafenib should not be used together because they can increase each other’s side effects. This is a major drug–drug interaction.
DDInter1704,Sotalol,DDInter262,Cabozantinib,Major,"Major: When sotalol and cabozantinib are taken together, there is an increased risk of serious heart problems. This interaction is major."
DDInter1534,Propafenone,DDInter1387,Panobinostat,Major,"Major: When propafenone is taken together with panobinostat, there is an increased risk of side effects such as nausea, vomiting, diarrhea, abdominal pain, and constipation. This interaction is moderate to major."
DDInter336,Celecoxib,DDInter629,Eliglustat,Major,Major: Taking celecoxib while taking eliglustat can cause major side effects. This is because celecoxib may increase the levels of eliglustat in your body. This can lead to an increased risk of heart disease and stroke.
DDInter1802,Ticagrelor,DDInter221,Boceprevir,Major,"Major: Taking ticagrelor together with boceprevir can cause major side effects. This is because ticagrelor may be broken down by an enzyme in the body called CYP3A4. Boceprevir, however, also blocks this enzyme from working normally. As a result, ticagrelor levels in the blood may go up, increasing the risk of bleeding."
DDInter1838,Tositumomab,DDInter342,Certolizumab pegol,Major,"Major: When taking tositumomab together with certolizumab pegol, there is an increased risk of side effects such as headache, nausea, vomiting, abdominal pain, diarrhea, fever, chills, rash, itching, wheezing, dyspnea, hypotension, and bronchospasm."
DDInter1778,Tetrabenazine,DDInter737,Fingolimod,Major,Major: Taking tetrabenazine together with fingolimod can cause serious problems. Tetrabenazine may increase the effects of fingolimod. This combination should be avoided.
DDInter4,Abarelix,DDInter1352,Osimertinib,Major,"Major: Abarelix can increase levels of the hormone testosterone. Osimertinib works by blocking a protein called epidermal growth factor receptor (EGFR). When osimertinib blocks EGFR, it stops cancer cells from growing. Abarelix can cause changes in how the body processes EGFR. This may affect how well osimertinib works."
DDInter1763,Temsirolimus,DDInter1623,Rotavirus vaccine,Major,"Major: The rotavirus vaccine can cause serious side effects when combined with temsirolimus. This interaction may be due to the fact that temsirolimus reduces the activity of an enzyme called CYP3A4, which helps break down rotavirus vaccine into smaller molecules that are easier for the body to use. However, the exact reason for this interaction is unknown."
